id,user_id,order_date,status,payment_method,total_amount
91,557,2025-09-13 20:41:44.352051,paid,sbp,186929
92,917,2025-09-13 07:18:18.794834,cancelled,credit,170295
93,937,2024-10-16 03:35:18.607250,paid,card,68072
94,674,2025-01-01 20:09:32.793506,cancelled,sbp,46604
95,663,2024-11-25 23:12:17.286986,cancelled,card,150644
96,661,2024-11-26 17:22:57.294204,cancelled,credit,107757
97,991,2025-10-29 06:05:44.053197,delivered,sbp,30772
98,11,2025-10-15 21:11:47.783043,paid,sbp,61196
99,523,2025-04-22 14:49:24.886416,cancelled,credit,149274
100,595,2026-06-08 07:14:22.432743,cancelled,credit,60942
101,457,2026-02-03 19:39:11.880503,delivered,sbp,124389
102,791,2025-11-28 19:39:53.619130,cancelled,credit,183993
103,513,2026-01-26 09:52:45.260475,paid,sbp,9438
104,495,2025-11-21 08:04:47.958643,paid,sbp,112045
105,943,2024-10-27 03:20:17.757025,paid,card,194404
106,146,2025-03-31 14:32:20.402850,delivered,sbp,92932
107,467,2025-10-12 09:44:00.965228,paid,credit,129596
108,357,2025-08-08 23:45:46.688971,delivered,card,117862
109,740,2025-09-27 11:39:39.132007,cancelled,sbp,86600
110,69,2024-12-24 20:46:13.013188,delivered,card,189326
111,118,2025-04-30 01:56:08.346308,paid,sbp,172861
112,112,2025-08-26 12:56:32.411917,cancelled,card,197114
113,250,2024-11-28 03:07:19.830780,cancelled,card,147679
114,164,2026-04-23 23:47:24.389591,delivered,credit,114770
115,982,2024-10-01 01:39:13.836323,delivered,card,109180
116,645,2026-03-12 02:38:40.853336,paid,card,170897
117,674,2025-07-03 23:45:50.433424,delivered,sbp,10652
118,756,2025-06-29 01:39:36.932297,cancelled,card,120853
119,607,2025-09-16 23:17:45.366416,delivered,sbp,4166
120,722,2026-02-26 17:15:11.699706,paid,card,75966
121,771,2025-01-27 16:14:32.327986,cancelled,card,154348
122,105,2024-08-27 07:30:21.635463,cancelled,card,98890
123,334,2025-05-25 19:51:09.383844,paid,sbp,32872
124,269,2024-07-27 13:07:10.868549,cancelled,sbp,141337
125,990,2025-10-14 19:28:28.856313,cancelled,sbp,159492
126,398,2026-04-22 00:42:18.580114,cancelled,sbp,156879
127,117,2025-02-06 22:38:04.743927,delivered,sbp,123025
128,633,2026-02-25 04:54:44.885792,paid,credit,188070
129,820,2025-12-01 19:25:21.623440,delivered,credit,157709
130,87,2025-03-27 03:22:47.164035,cancelled,card,85099
131,121,2025-05-20 13:32:14.941488,paid,sbp,33657
132,188,2024-08-30 11:30:59.769184,delivered,credit,40056
133,524,2026-06-08 11:43:15.689279,delivered,sbp,159349
134,142,2025-06-22 14:56:52.303195,cancelled,sbp,113897
135,191,2025-10-20 04:01:35.902625,delivered,credit,143870
136,711,2025-03-12 02:42:59.683444,cancelled,card,148467
137,171,2025-12-27 10:30:53.095348,delivered,sbp,39777
138,192,2025-04-21 21:03:24.113336,delivered,sbp,165374
139,55,2025-06-19 03:01:55.523815,delivered,card,130037
140,140,2025-10-27 03:38:20.965546,paid,sbp,150215
141,518,2024-09-12 17:58:53.840527,cancelled,sbp,110252
142,702,2026-03-05 01:40:56.569657,delivered,sbp,189159
143,861,2026-06-30 07:32:06.686002,delivered,sbp,46844
144,85,2024-07-08 04:42:49.683511,cancelled,card,60810
145,300,2024-09-14 23:02:03.465753,paid,sbp,61941
146,551,2024-11-13 02:09:24.113424,delivered,card,122884
147,580,2025-09-16 03:47:33.986547,cancelled,sbp,147107
148,524,2025-10-01 10:18:17.918427,paid,credit,32938
149,275,2024-10-10 13:43:42.856688,cancelled,sbp,145093
150,843,2025-10-03 11:28:18.757182,paid,credit,118701
151,560,2025-10-31 15:22:20.244826,paid,sbp,29847
152,754,2026-05-13 05:10:02.429570,cancelled,card,81042
153,896,2026-01-14 20:52:04.079857,paid,sbp,71895
154,357,2024-12-12 12:32:13.353816,paid,sbp,33772
155,795,2025-12-15 02:25:49.151593,paid,card,196360
156,603,2025-06-16 18:12:30.537127,cancelled,sbp,189319
157,625,2025-08-10 23:56:14.552455,cancelled,sbp,46511
158,631,2025-12-14 16:10:56.557440,paid,card,57248
159,825,2026-05-11 19:43:45.344134,paid,credit,94964
160,546,2026-06-07 14:30:44.757653,delivered,credit,144234
161,173,2026-01-28 05:34:26.859262,delivered,credit,79712
162,297,2026-04-19 19:34:56.961097,cancelled,sbp,137850
163,922,2025-05-08 01:19:51.698405,cancelled,card,38543
164,986,2026-05-28 14:15:04.357918,delivered,card,75698
165,888,2025-09-27 20:50:35.493469,cancelled,card,186874
166,887,2025-04-21 15:49:13.105888,paid,card,41336
167,729,2024-09-02 06:18:14.450596,delivered,card,180270
168,403,2024-10-16 09:56:16.646452,delivered,card,154368
169,648,2025-08-25 08:38:58.734592,delivered,credit,111586
170,385,2026-02-14 09:39:03.851670,delivered,card,169101
171,814,2025-01-01 05:21:19.139579,paid,sbp,138164
172,768,2025-07-11 15:42:22.379127,delivered,credit,99749
173,466,2024-12-03 14:49:38.051806,delivered,sbp,155556
174,3,2026-03-16 20:55:12.153977,cancelled,card,194609
175,996,2025-03-14 16:16:02.868003,delivered,credit,177101
176,715,2025-05-06 17:04:44.262509,delivered,card,143096
177,408,2024-09-24 05:11:05.377425,paid,sbp,58535
178,507,2025-09-30 06:24:55.312265,delivered,sbp,77342
179,346,2024-09-29 21:51:56.137741,cancelled,credit,37234
180,580,2025-03-13 15:10:19.518444,delivered,sbp,181926
181,781,2024-12-21 18:02:18.660186,paid,card,29102
182,642,2024-10-27 13:03:16.351663,delivered,card,35568
183,952,2026-01-16 22:22:31.050257,paid,sbp,122673
184,1,2024-11-22 05:18:42.944224,delivered,card,183510
185,932,2024-12-21 07:18:28.277260,paid,credit,82132
186,163,2025-08-02 06:47:47.220613,delivered,card,174596
187,370,2024-08-24 02:26:49.605042,delivered,card,100476
188,681,2025-06-08 09:37:27.269525,cancelled,card,16575
189,406,2025-10-22 12:18:28.151598,cancelled,sbp,193313
190,717,2026-03-29 10:21:22.092222,paid,sbp,174831
191,94,2026-04-30 10:24:10.029197,cancelled,card,3284
192,219,2025-12-09 03:46:16.242786,delivered,card,37786
193,608,2025-08-14 04:26:51.607409,paid,credit,181253
194,456,2025-04-03 01:59:09.702779,paid,card,185346
195,352,2025-02-26 21:54:25.348079,paid,sbp,184936
196,136,2026-05-09 00:19:57.644356,delivered,card,63017
197,393,2025-02-24 01:59:34.550507,paid,credit,29850
198,106,2024-09-19 09:17:05.263909,delivered,sbp,81447
199,141,2025-04-04 13:04:56.728495,delivered,card,171185
200,694,2026-01-20 15:04:32.284140,paid,card,142069
201,577,2025-11-01 06:54:45.016242,paid,credit,173398
202,169,2025-08-12 06:18:35.887939,delivered,sbp,192381
203,219,2024-09-29 04:45:41.714040,cancelled,credit,42681
204,942,2024-12-31 02:02:34.720005,delivered,credit,182979
205,454,2025-11-29 02:30:07.534587,paid,card,29336
206,144,2024-09-18 19:00:10.545537,paid,credit,194367
207,394,2024-10-31 20:43:45.600425,delivered,sbp,85445
208,811,2026-04-14 10:54:57.984868,paid,card,75605
209,661,2025-03-31 15:46:24.832552,paid,card,148069
210,616,2024-09-07 10:14:17.486383,cancelled,credit,162276
211,292,2026-05-19 10:50:03.643166,cancelled,card,175597
212,897,2026-05-14 01:50:17.184339,delivered,card,138724
213,622,2025-07-23 12:03:57.045649,cancelled,card,199042
214,402,2026-05-03 10:47:09.687090,delivered,credit,17304
215,803,2026-05-24 09:59:34.233367,paid,sbp,104157
216,116,2025-05-01 00:13:53.322994,paid,sbp,170269
217,609,2026-03-29 16:21:06.072833,paid,credit,6163
218,370,2024-10-15 17:33:18.369505,delivered,card,104407
219,882,2025-03-10 05:23:12.251055,cancelled,sbp,98790
220,560,2025-01-08 06:24:54.543398,cancelled,card,126473
221,978,2025-02-19 12:54:50.345963,paid,card,156973
222,70,2025-02-15 12:30:53.048101,paid,sbp,59555
223,41,2025-12-25 05:24:22.604278,paid,sbp,135804
224,294,2025-08-22 03:31:24.347500,cancelled,credit,134346
225,786,2026-04-28 03:17:40.448413,delivered,sbp,186975
226,412,2025-04-23 14:57:40.264092,paid,credit,143657
227,551,2026-06-21 10:47:50.507863,cancelled,card,75736
228,86,2025-01-30 22:22:09.598590,delivered,card,137035
229,944,2026-05-16 00:15:46.550846,paid,card,143611
230,335,2026-04-21 01:47:05.655094,delivered,credit,169276
231,782,2025-06-11 12:42:30.108463,cancelled,credit,171599
232,68,2025-02-13 20:02:33.267433,delivered,credit,117684
233,748,2026-02-16 10:15:34.478117,paid,card,67088
234,89,2025-11-19 21:16:19.838027,delivered,card,121848
235,627,2025-01-30 07:53:18.438757,cancelled,card,84078
236,683,2025-05-14 16:50:43.272757,cancelled,credit,197159
237,180,2024-12-06 06:51:50.320684,paid,card,188571
238,141,2024-10-24 06:21:08.696710,cancelled,card,45947
239,509,2026-06-28 17:44:10.752514,delivered,credit,138586
240,802,2025-11-04 19:26:22.739834,cancelled,sbp,46768
241,381,2025-12-04 14:48:40.778788,paid,credit,73454
242,751,2025-06-26 20:47:46.264170,paid,card,90821
243,827,2025-11-27 18:35:08.695406,delivered,sbp,140325
244,66,2025-08-29 09:19:37.699214,delivered,credit,154165
245,643,2025-12-21 00:21:12.952876,paid,sbp,122327
246,524,2025-11-30 01:08:23.168461,delivered,card,133969
247,880,2025-12-26 11:37:58.393711,cancelled,card,99387
248,162,2024-12-22 21:40:05.336974,delivered,card,153447
249,691,2024-08-15 14:55:47.337955,cancelled,card,62874
250,759,2025-08-07 19:37:38.902462,cancelled,card,14544
251,880,2025-06-13 12:57:17.050184,paid,card,15053
252,484,2025-10-18 04:39:55.232550,delivered,sbp,42343
253,184,2025-06-18 19:15:34.840171,paid,credit,190176
254,759,2026-02-11 13:56:16.349551,cancelled,sbp,61855
255,330,2025-02-21 01:00:39.587581,paid,sbp,191819
256,328,2026-06-18 17:15:06.946735,delivered,card,152824
257,382,2025-10-18 03:43:22.490613,paid,credit,179508
258,924,2025-10-26 09:09:44.675224,paid,card,61506
259,824,2025-01-05 03:42:43.965891,cancelled,card,108100
260,71,2024-09-28 08:08:51.576385,delivered,sbp,84447
261,336,2025-09-15 23:34:44.985893,paid,credit,122733
262,9,2025-06-13 05:52:57.021503,delivered,card,79439
263,578,2024-10-31 06:08:20.623712,delivered,credit,166241
264,249,2025-05-07 22:19:35.671564,delivered,sbp,158108
265,996,2026-06-28 02:14:17.943965,delivered,card,195010
266,923,2025-01-20 15:53:31.246087,cancelled,card,42470
267,7,2025-03-29 16:14:03.492789,delivered,card,64078
268,555,2024-07-30 22:29:13.425606,delivered,credit,184786
269,899,2024-07-27 22:12:06.641769,paid,sbp,3383
270,778,2025-10-09 02:34:28.256263,cancelled,sbp,196483
271,745,2024-08-09 21:51:06.580770,delivered,card,56790
272,543,2025-07-23 19:48:08.941807,paid,sbp,131982
273,985,2025-09-26 15:18:15.799854,paid,card,189555
274,287,2026-03-02 08:06:34.164067,paid,card,63679
275,919,2025-09-27 00:33:36.015014,cancelled,sbp,186722
276,918,2025-06-09 06:53:35.455144,delivered,sbp,199057
277,87,2025-11-24 00:38:44.797051,cancelled,card,135494
278,137,2026-02-14 05:49:52.831600,cancelled,sbp,22616
279,607,2024-07-22 19:18:00.788010,cancelled,card,117028
280,679,2026-01-19 00:51:34.816248,paid,card,79461
281,268,2025-09-14 05:15:01.910436,delivered,sbp,186691
282,852,2026-05-06 17:10:56.759750,cancelled,sbp,86376
283,464,2024-07-31 21:28:42.541902,delivered,card,22578
284,967,2024-09-14 17:02:29.100633,paid,card,156277
285,112,2025-10-18 19:05:16.284964,paid,card,46089
286,461,2026-01-23 12:18:31.721574,delivered,sbp,109564
287,124,2026-05-16 20:11:07.736285,cancelled,sbp,57430
288,463,2024-09-09 06:25:18.651371,delivered,sbp,72470
289,873,2025-11-25 20:20:50.926963,paid,card,44317
290,827,2025-11-06 04:53:27.953867,cancelled,sbp,187734
291,714,2026-01-16 09:12:31.224140,cancelled,card,59366
292,856,2025-09-12 18:20:30.730020,delivered,card,26910
293,729,2026-05-15 16:19:08.776597,paid,sbp,106873
294,526,2025-01-14 23:28:41.383364,paid,credit,81339
295,267,2025-04-04 13:19:27.760171,paid,card,109008
296,876,2024-11-05 03:46:58.518045,delivered,credit,199104
297,564,2025-04-27 05:04:08.481014,paid,card,124121
298,105,2025-01-04 09:19:10.930290,paid,card,6134
299,64,2025-06-12 14:42:49.350450,paid,card,54939
300,844,2024-12-15 11:28:43.440724,delivered,sbp,182905
301,646,2025-08-28 04:36:16.460217,cancelled,card,155652
302,601,2026-07-02 11:33:10.930734,delivered,card,8714
303,67,2026-01-04 07:30:37.330970,paid,credit,119242
304,829,2026-01-24 03:49:23.802442,paid,card,89913
305,126,2025-01-28 10:30:20.786374,paid,sbp,16274
306,173,2025-12-25 08:41:40.633193,cancelled,sbp,192905
307,405,2025-12-03 00:50:00.432787,delivered,card,103330
308,700,2026-03-03 16:06:59.868438,delivered,card,95784
309,220,2025-12-29 04:03:06.385439,paid,sbp,76362
310,457,2025-03-28 08:13:14.814860,paid,card,163984
311,635,2025-10-01 09:36:08.693476,cancelled,card,172680
312,303,2026-05-19 23:32:44.769578,delivered,sbp,147359
313,491,2025-02-11 06:49:03.443975,paid,card,76341
314,393,2026-04-19 03:43:52.917228,paid,sbp,55286
315,659,2025-07-06 15:57:15.483799,cancelled,card,168348
316,822,2026-03-14 16:57:20.631211,cancelled,card,103269
317,801,2024-07-25 15:17:21.727255,cancelled,sbp,128746
318,558,2025-05-04 14:43:32.631671,delivered,sbp,151282
319,515,2025-09-22 13:19:45.681833,delivered,sbp,73893
320,185,2025-07-03 18:43:18.148212,paid,sbp,159530
321,225,2024-08-10 07:27:01.085924,paid,sbp,18359
322,829,2026-06-03 19:02:07.617613,delivered,credit,96698
323,786,2025-06-06 01:22:23.702237,cancelled,card,44844
324,103,2025-02-19 15:25:20.257709,paid,credit,66216
325,273,2026-02-18 22:37:33.282120,cancelled,credit,17656
326,783,2025-12-29 14:36:39.087663,paid,credit,104822
327,364,2025-02-10 23:22:34.459637,paid,card,65010
328,607,2024-10-07 03:44:55.391994,delivered,credit,185878
329,368,2024-08-26 17:41:07.039702,cancelled,card,187405
330,718,2025-02-08 11:11:01.015909,delivered,credit,150746
331,146,2024-07-16 19:00:12.210072,cancelled,card,132034
332,556,2026-02-07 21:16:30.792301,delivered,card,131564
333,39,2025-09-13 09:01:52.652596,paid,card,63980
334,617,2024-10-11 10:51:20.192350,paid,card,141005
335,490,2025-02-24 09:56:23.176694,paid,sbp,163991
336,207,2026-05-04 17:41:56.874219,paid,sbp,190940
337,182,2025-10-04 10:09:26.551822,delivered,card,8744
338,152,2026-03-24 06:32:26.289118,cancelled,credit,40133
339,793,2024-09-05 06:52:46.732485,paid,credit,98653
340,984,2025-02-04 15:51:47.214968,paid,sbp,187690
341,965,2024-09-24 07:31:01.530202,cancelled,sbp,156620
342,104,2026-06-08 10:49:08.832669,delivered,sbp,87568
343,140,2025-06-17 08:44:40.223322,paid,credit,117522
344,811,2026-03-22 14:09:38.412999,cancelled,sbp,173178
345,325,2025-10-07 07:55:44.020867,paid,credit,150318
346,711,2024-10-02 02:19:55.233103,cancelled,sbp,61520
347,682,2025-06-26 23:54:27.776196,cancelled,card,102191
348,315,2025-05-04 03:49:18.932486,cancelled,credit,80205
349,131,2025-03-12 18:10:13.243082,paid,credit,3471
350,972,2026-01-24 23:37:14.519749,cancelled,credit,105655
351,872,2025-08-05 21:47:00.876446,cancelled,card,50731
352,617,2025-09-17 06:32:37.609564,delivered,credit,60906
353,655,2024-07-20 07:45:09.042751,cancelled,card,133071
354,145,2025-12-13 08:11:22.772725,delivered,credit,23396
355,244,2024-10-16 07:46:08.765652,delivered,sbp,47010
356,652,2025-07-14 03:51:20.295516,paid,credit,178642
357,655,2025-01-05 09:07:08.651328,cancelled,sbp,120081
358,12,2025-09-15 14:08:20.480734,delivered,card,68415
359,710,2025-11-21 16:53:07.473501,paid,sbp,70281
360,806,2024-12-08 21:14:40.139686,paid,credit,3335
361,50,2025-09-13 13:29:09.799185,delivered,sbp,195042
362,430,2025-06-18 04:49:57.853061,paid,sbp,132258
363,903,2025-10-25 12:16:40.699477,delivered,sbp,146136
364,385,2024-07-24 14:03:06.551948,paid,sbp,154533
365,667,2026-03-17 23:13:21.502894,cancelled,card,45639
366,463,2026-04-08 17:55:33.322166,paid,card,80308
367,21,2025-04-18 07:36:43.591144,delivered,sbp,30453
368,76,2025-03-04 21:15:56.324938,delivered,card,101424
369,165,2025-08-15 05:28:40.583323,cancelled,card,146404
370,965,2024-09-06 05:17:30.468523,paid,sbp,158721
371,629,2025-09-25 03:17:15.349284,delivered,credit,11124
372,442,2025-02-11 21:24:24.837788,cancelled,card,162204
373,912,2025-04-14 23:59:07.445392,delivered,card,17039
374,104,2026-03-28 00:23:05.423314,delivered,card,52803
375,420,2025-09-19 10:06:59.048089,cancelled,credit,192277
376,948,2025-10-06 04:55:26.894478,cancelled,credit,72537
377,677,2025-10-06 00:03:34.066529,delivered,sbp,65271
378,99,2025-11-18 20:42:21.285539,paid,sbp,152886
379,563,2025-11-20 02:28:54.512980,delivered,card,17288
380,370,2024-07-08 11:51:06.095300,paid,sbp,25971
381,302,2026-05-12 10:30:22.374177,cancelled,credit,160342
382,492,2024-07-12 03:58:36.041695,paid,card,9746
383,212,2025-08-17 18:10:38.300213,paid,credit,79496
384,84,2025-11-16 08:41:37.935807,delivered,card,83832
385,804,2025-07-05 02:11:56.076645,delivered,sbp,131213
386,917,2025-06-29 07:49:44.862138,cancelled,sbp,26890
387,658,2024-11-25 11:04:56.409805,cancelled,sbp,51465
388,380,2025-11-03 03:15:50.202991,delivered,sbp,51911
389,457,2025-05-04 04:18:19.012696,paid,sbp,118275
390,477,2025-11-10 09:33:39.649688,delivered,card,73401
391,578,2026-04-29 09:37:56.532328,paid,card,185575
392,684,2024-11-30 03:43:02.418959,paid,card,178149
393,353,2025-03-24 08:21:49.802260,cancelled,sbp,157593
394,233,2025-07-13 23:11:04.388735,cancelled,card,104477
395,839,2025-03-16 01:54:55.960588,cancelled,sbp,143381
396,704,2025-08-22 21:22:08.773343,delivered,credit,64772
397,488,2024-12-25 21:32:21.649076,delivered,card,106495
398,925,2026-06-12 18:16:38.910167,cancelled,card,134622
399,585,2025-10-31 10:54:15.436143,cancelled,credit,180611
400,636,2025-08-15 07:09:07.828589,paid,card,120713
401,178,2024-11-12 03:58:59.404801,paid,card,53521
402,130,2025-10-19 16:40:20.089881,paid,sbp,23543
403,700,2026-07-01 13:58:39.970316,delivered,card,167423
404,152,2024-12-27 19:36:15.179394,cancelled,sbp,86820
405,933,2026-02-01 00:02:50.463472,cancelled,card,25813
406,398,2024-11-13 17:44:42.643939,cancelled,sbp,147717
407,334,2025-10-04 09:49:25.420572,delivered,credit,123103
408,940,2024-12-20 21:30:28.449078,paid,credit,166330
409,602,2025-04-28 09:25:26.610747,cancelled,sbp,32496
410,425,2026-03-09 15:32:03.259439,paid,card,151529
411,603,2025-06-09 11:01:25.857079,cancelled,card,30691
412,577,2026-01-09 20:22:25.633596,paid,sbp,143413
413,902,2024-10-09 22:43:34.188007,delivered,sbp,72241
414,393,2025-01-15 16:58:27.673728,cancelled,sbp,152952
415,624,2026-06-18 03:18:40.021960,delivered,card,48141
416,283,2025-11-27 12:13:41.890374,delivered,card,165069
417,624,2024-07-14 07:09:42.046529,cancelled,credit,108308
418,40,2025-08-28 12:34:07.916429,delivered,sbp,184014
419,244,2024-10-24 01:25:26.749071,paid,credit,127575
420,943,2026-02-06 17:32:43.962139,delivered,sbp,8303
421,346,2024-08-01 15:20:43.225646,delivered,sbp,76491
422,864,2024-08-05 14:46:29.629576,delivered,credit,182529
423,101,2025-06-26 13:18:58.365953,paid,card,81769
424,998,2024-10-25 23:24:25.471726,cancelled,sbp,87113
425,276,2025-12-18 13:30:22.189536,cancelled,sbp,161591
426,662,2025-07-02 09:31:13.802405,paid,card,118793
427,217,2025-03-03 13:48:26.683730,delivered,credit,129998
428,778,2024-09-18 18:54:41.338335,cancelled,sbp,17734
429,528,2024-11-26 00:19:28.558225,paid,card,84559
430,727,2026-03-18 16:12:44.148324,cancelled,sbp,38559
431,800,2025-07-12 21:21:47.174219,cancelled,credit,10588
432,178,2026-04-24 06:19:19.041129,paid,card,18106
433,256,2024-11-05 04:39:52.400535,paid,sbp,16253
434,941,2025-10-10 22:10:36.650677,delivered,credit,55195
435,281,2024-12-24 22:11:52.696591,delivered,sbp,135415
436,407,2025-06-04 19:17:14.670977,cancelled,card,181565
437,32,2025-10-10 09:10:53.974982,paid,sbp,131132
438,609,2026-06-19 08:24:06.754052,delivered,card,127408
439,601,2025-10-18 17:49:15.747317,cancelled,sbp,93242
440,168,2024-11-19 13:42:28.532351,delivered,credit,183578
441,93,2025-01-26 15:40:29.969047,delivered,card,104335
442,51,2025-03-20 17:09:46.377427,paid,credit,59182
443,878,2025-06-26 10:55:41.058378,paid,credit,62011
444,694,2025-05-20 09:04:46.067620,paid,sbp,173809
445,420,2024-08-13 10:21:59.912204,cancelled,card,181834
446,10,2024-12-22 16:43:47.742570,delivered,card,172704
447,178,2025-06-21 02:57:01.932933,cancelled,card,61659
448,259,2024-09-08 22:17:57.028211,cancelled,sbp,189840
449,991,2026-01-08 00:39:38.953050,cancelled,credit,75188
450,434,2025-08-08 23:41:05.077312,delivered,sbp,123323
451,259,2025-02-23 01:19:33.057834,paid,sbp,82205
452,694,2025-12-27 14:21:28.030542,cancelled,credit,107111
453,599,2025-08-06 03:40:05.342557,paid,card,137090
454,679,2024-09-30 10:24:46.510064,delivered,credit,172696
455,609,2025-07-24 21:13:53.464094,cancelled,sbp,81243
456,701,2024-08-31 20:21:12.171148,paid,sbp,19734
457,345,2025-01-07 13:13:35.142364,delivered,credit,88232
458,883,2025-11-29 16:33:36.765038,delivered,sbp,174997
459,729,2024-12-03 13:48:09.385276,cancelled,sbp,52377
460,154,2026-05-21 19:21:19.469294,cancelled,card,17883
461,825,2024-08-27 08:20:20.572487,cancelled,sbp,176154
462,328,2025-04-06 21:35:02.687114,cancelled,card,192080
463,27,2024-12-25 19:25:37.349241,cancelled,sbp,80490
464,266,2026-05-24 19:26:18.160367,delivered,sbp,104783
465,755,2024-07-25 00:31:23.005605,paid,credit,188616
