id,user_id,session_date,device,traffic_source,duration
41,653,2025-05-10 02:37:07.768447,Desktop,VK,1310
42,938,2026-05-09 19:40:45.321419,Tablet,Email,1019
43,932,2024-12-26 01:18:56.333543,Desktop,Direct,1108
44,696,2024-11-25 19:01:07.182471,Tablet,Email,1034
45,202,2026-06-21 18:04:11.824773,Tablet,Telegram,98
46,403,2025-03-14 19:08:47.997670,Tablet,VK,1208
47,885,2025-09-30 13:32:44.356086,Mobile,Direct,913
48,749,2025-08-31 19:08:47.141758,Tablet,VK,102
49,165,2025-05-18 09:38:30.984021,Mobile,Telegram,2063
50,766,2025-12-09 13:11:11.084332,Desktop,Email,741
51,485,2025-01-09 00:22:08.938649,Tablet,Google,1632
52,387,2025-08-24 07:22:03.001298,Mobile,Telegram,2280
53,374,2025-04-19 01:52:29.440565,Tablet,YouTube,1997
54,811,2025-12-22 21:54:07.326444,Tablet,Email,1563
55,528,2025-11-04 17:53:46.704329,Tablet,Direct,1651
56,767,2026-02-05 15:47:14.744729,Tablet,Telegram,1314
57,113,2025-11-14 19:35:51.957370,Desktop,YouTube,236
58,758,2024-07-31 21:19:28.117772,Desktop,Google,2180
59,733,2024-12-04 21:13:11.580421,Desktop,YouTube,249
60,405,2024-08-21 15:50:38.180262,Desktop,Email,2054
61,13,2025-03-28 22:43:38.684280,Tablet,Email,1332
62,345,2026-02-18 20:14:13.988890,Mobile,Telegram,1697
63,728,2025-10-12 07:30:33.595436,Mobile,Google,1389
64,280,2025-07-25 15:05:22.485206,Tablet,Google,1159
65,181,2024-11-13 21:31:24.243152,Desktop,Email,2224
66,429,2024-12-27 21:07:12.429108,Desktop,Telegram,1310
67,22,2026-01-15 03:54:43.524326,Tablet,Telegram,531
68,231,2026-01-27 19:02:21.573718,Tablet,Email,2293
69,175,2024-12-28 23:51:06.671899,Desktop,Telegram,2128
70,66,2025-01-22 18:09:57.565559,Mobile,Email,158
71,87,2026-03-09 18:10:20.550077,Tablet,Google,466
72,688,2026-04-10 04:53:33.150641,Desktop,VK,121
73,353,2024-11-29 20:32:58.661552,Desktop,Email,1259
74,745,2024-08-20 16:41:46.015885,Mobile,Email,719
75,685,2025-02-04 14:03:25.971194,Tablet,Google,1738
76,313,2025-10-03 08:09:31.992139,Mobile,VK,163
77,665,2025-06-27 13:21:13.209751,Tablet,VK,466
78,36,2025-09-17 20:23:41.528112,Tablet,Email,1645
79,718,2025-12-08 12:02:17.376598,Desktop,Telegram,1480
80,104,2025-06-08 03:44:49.837688,Tablet,YouTube,606
81,409,2025-12-04 09:57:34.220507,Desktop,Telegram,1137
82,366,2025-11-09 10:26:45.495251,Mobile,YouTube,1543
83,860,2025-10-25 09:20:19.671509,Tablet,Direct,1209
84,506,2026-04-28 13:14:37.129156,Mobile,VK,577
85,707,2026-01-05 22:03:11.641840,Tablet,Telegram,2209
86,878,2024-09-24 12:00:27.713006,Mobile,Telegram,2063
87,137,2025-09-16 12:00:43.506144,Desktop,Google,1537
88,45,2024-11-06 06:17:10.801340,Desktop,Email,371
89,393,2026-01-23 03:18:56.729242,Desktop,Google,593
90,439,2026-06-03 09:37:52.485210,Tablet,Telegram,1807
91,488,2024-12-29 02:45:42.147873,Mobile,YouTube,1793
92,759,2026-05-31 04:37:59.386653,Desktop,VK,744
93,49,2025-07-26 16:28:58.013465,Desktop,VK,1928
94,412,2026-02-07 13:32:52.672253,Desktop,YouTube,1848
95,350,2024-12-27 10:40:44.355038,Mobile,Telegram,1833
96,638,2025-12-07 16:09:36.815804,Mobile,Email,971
97,107,2024-10-08 07:44:53.671041,Tablet,Email,795
98,872,2026-07-01 22:08:13.885730,Mobile,YouTube,1841
99,901,2024-11-25 16:20:09.326868,Desktop,Google,1659
100,169,2025-01-07 20:22:07.976966,Mobile,Direct,1393
101,184,2024-07-10 15:00:30.096623,Desktop,VK,950
102,996,2025-10-02 14:55:07.238470,Tablet,YouTube,703
103,884,2026-05-16 05:15:11.203471,Tablet,Email,353
104,550,2025-12-17 20:44:01.580504,Mobile,Email,843
105,905,2025-06-16 17:14:40.943367,Tablet,Email,1932
106,349,2025-12-29 08:10:47.688302,Tablet,Direct,1879
107,650,2025-07-02 07:20:19.963341,Desktop,YouTube,1471
108,989,2025-08-16 20:58:59.898903,Desktop,Direct,338
109,799,2025-02-17 17:15:12.001587,Mobile,VK,1573
110,147,2025-05-26 06:40:47.232450,Desktop,YouTube,316
111,999,2024-10-28 12:10:55.842346,Desktop,VK,2362
112,935,2025-12-19 13:00:45.318083,Mobile,YouTube,1928
113,998,2024-08-26 13:09:31.257290,Tablet,VK,1396
114,307,2025-03-05 04:56:25.684637,Tablet,Email,232
115,455,2025-10-07 04:00:55.048542,Tablet,Telegram,1435
116,253,2025-04-10 05:54:23.149485,Tablet,Direct,1140
117,87,2024-11-08 15:49:01.403085,Desktop,Direct,914
118,901,2025-05-14 04:21:28.986066,Mobile,Telegram,1685
119,710,2024-09-28 09:03:55.901017,Desktop,Email,2244
120,332,2025-02-10 23:48:15.522893,Desktop,YouTube,2368
121,409,2024-10-19 07:16:19.577353,Mobile,Email,657
122,738,2024-08-15 12:40:22.841277,Desktop,YouTube,1108
123,472,2024-10-31 14:36:40.891557,Mobile,Google,1414
124,380,2024-12-03 06:26:46.082219,Tablet,Google,936
125,488,2025-05-08 08:42:57.443327,Mobile,Google,528
126,920,2024-10-24 23:26:36.248354,Tablet,YouTube,20
127,331,2026-03-25 20:13:47.374189,Mobile,YouTube,197
128,285,2025-03-10 19:28:20.388927,Mobile,VK,1846
129,685,2025-12-08 11:02:02.427521,Desktop,Direct,970
130,492,2024-09-06 11:40:00.523486,Tablet,Email,742
131,570,2025-07-27 06:54:02.205375,Mobile,Email,991
132,371,2025-02-13 02:26:19.140251,Mobile,YouTube,2144
133,367,2026-05-07 23:46:57.663158,Mobile,Telegram,640
134,639,2025-05-20 21:10:49.130184,Mobile,Telegram,888
135,776,2026-04-17 11:29:59.748118,Tablet,VK,271
136,635,2024-10-29 19:09:12.394222,Mobile,Telegram,1951
137,84,2024-12-03 05:38:58.959797,Mobile,Email,1816
138,821,2026-05-16 02:12:17.368686,Mobile,Email,414
139,433,2026-03-13 00:04:55.860593,Tablet,YouTube,2018
140,290,2024-10-04 13:12:32.684136,Tablet,Telegram,2172
141,579,2026-01-18 07:39:29.586602,Tablet,YouTube,507
142,707,2024-11-09 17:46:39.100901,Mobile,Google,1790
143,15,2025-04-27 04:08:26.694489,Desktop,VK,68
144,261,2025-09-10 14:21:15.726767,Mobile,Direct,1509
145,755,2025-10-13 22:44:21.768806,Tablet,Direct,1426
146,738,2025-08-20 02:41:09.023916,Desktop,Google,213
147,427,2024-08-17 20:57:37.063882,Tablet,YouTube,156
148,810,2026-03-26 04:24:21.541979,Tablet,YouTube,1788
149,26,2024-12-18 15:07:58.878826,Desktop,Email,1106
150,777,2024-10-31 04:40:43.237325,Mobile,Direct,99
151,33,2026-02-14 00:11:42.391923,Tablet,Email,1896
152,652,2024-08-20 15:00:19.711693,Desktop,Telegram,379
153,369,2025-07-09 23:05:07.841380,Desktop,YouTube,1151
154,776,2025-02-24 21:17:39.360604,Tablet,Direct,368
155,145,2025-12-25 05:28:47.604563,Tablet,Google,1026
156,206,2025-07-31 03:26:53.584208,Desktop,VK,1232
157,247,2025-03-11 01:19:16.267802,Tablet,Google,510
158,773,2025-10-21 06:42:21.483621,Tablet,Google,2232
159,504,2024-10-28 00:17:31.532779,Tablet,Telegram,793
160,465,2025-11-03 11:24:43.658509,Mobile,Google,732
161,743,2024-09-28 21:10:07.712620,Mobile,Google,120
162,951,2025-10-06 15:52:24.683761,Desktop,YouTube,1819
163,273,2025-11-24 00:49:14.524443,Mobile,Email,2121
164,396,2025-10-26 13:15:28.709406,Desktop,VK,2353
165,651,2026-02-21 09:08:48.280569,Tablet,Telegram,555
166,775,2024-11-16 07:36:45.334404,Desktop,YouTube,636
167,885,2024-11-29 02:06:37.760884,Mobile,VK,2210
168,468,2024-10-04 10:03:27.079608,Tablet,Direct,146
169,860,2025-08-10 05:42:28.161271,Desktop,VK,606
170,358,2025-11-15 01:01:35.330556,Desktop,YouTube,1444
171,815,2025-03-28 23:18:04.484123,Mobile,Direct,655
172,23,2025-05-28 22:52:27.161811,Mobile,Direct,2224
173,294,2026-04-07 00:37:29.885256,Tablet,Google,976
174,9,2025-11-17 23:45:49.589761,Desktop,Telegram,439
175,353,2026-04-12 17:52:09.934411,Mobile,Google,1623
176,849,2025-05-01 06:47:20.052127,Desktop,VK,1408
177,732,2025-04-22 21:38:11.886703,Mobile,YouTube,1892
178,156,2025-01-13 01:32:03.525632,Desktop,VK,81
179,780,2025-01-31 08:23:20.256161,Tablet,Telegram,1264
180,109,2025-05-02 21:51:25.379246,Tablet,Telegram,172
181,455,2024-12-10 01:04:46.004771,Desktop,Google,869
182,515,2026-03-13 10:25:45.944280,Desktop,Email,1432
183,69,2024-08-04 10:17:07.692065,Mobile,YouTube,1030
184,370,2026-02-11 01:38:37.926301,Mobile,YouTube,1657
185,377,2024-10-01 06:15:27.096939,Tablet,Telegram,2218
186,712,2024-10-24 13:42:55.805105,Tablet,Email,2290
187,801,2025-04-22 13:43:49.072067,Mobile,Telegram,1896
188,419,2025-12-29 03:13:42.542086,Desktop,Google,1763
189,994,2025-04-11 11:42:34.720574,Tablet,Direct,1182
190,799,2025-11-22 10:56:33.140139,Tablet,YouTube,2004
191,218,2024-11-09 19:35:14.617933,Mobile,Google,777
192,112,2025-06-28 22:11:24.263111,Tablet,VK,1975
193,402,2024-11-27 16:22:39.641243,Desktop,YouTube,1083
194,206,2025-08-18 05:16:12.541198,Desktop,YouTube,1262
195,738,2024-10-18 15:38:36.647781,Desktop,YouTube,674
196,820,2024-09-27 06:40:32.065436,Tablet,Direct,1494
197,372,2026-05-10 11:58:59.460762,Desktop,Telegram,1451
198,567,2025-03-19 07:14:04.946824,Tablet,Telegram,111
199,128,2026-01-17 14:16:03.264506,Tablet,Direct,2355
200,16,2026-01-05 14:29:51.794582,Tablet,Google,60
201,954,2026-06-07 13:43:40.841378,Desktop,Google,718
202,388,2025-10-22 06:37:36.806140,Desktop,VK,181
203,14,2025-04-17 18:42:42.687870,Tablet,Google,143
204,459,2025-06-23 04:00:31.821414,Tablet,Direct,2344
205,973,2026-01-25 20:39:50.125983,Mobile,VK,2300
206,254,2024-09-25 12:50:57.208529,Mobile,Google,890
207,616,2025-09-09 21:10:03.998321,Desktop,YouTube,23
208,464,2026-04-06 11:10:29.559015,Tablet,YouTube,288
209,927,2026-03-22 13:28:59.344777,Tablet,YouTube,740
210,831,2025-10-02 08:59:54.067150,Tablet,YouTube,215
211,195,2024-08-21 13:13:51.784923,Mobile,Telegram,245
212,693,2025-10-19 22:08:00.591761,Mobile,VK,2083
213,756,2024-11-26 19:20:01.956492,Desktop,Email,197
214,176,2025-12-14 07:01:21.746702,Mobile,Telegram,1657
215,687,2026-06-20 05:46:32.856662,Tablet,Telegram,869
216,629,2026-01-15 01:50:41.626386,Tablet,YouTube,1209
217,185,2025-02-11 05:34:30.040646,Desktop,Telegram,2028
218,504,2024-11-01 15:04:28.764017,Tablet,Email,2111
219,227,2025-06-18 15:41:54.212707,Desktop,Telegram,556
220,107,2025-08-29 00:34:10.300849,Mobile,Telegram,859
221,521,2024-09-24 21:47:13.646286,Desktop,Direct,1002
222,173,2025-10-06 11:47:08.844115,Desktop,Direct,169
223,71,2025-05-18 12:49:11.957104,Tablet,Direct,2269
224,794,2026-05-12 12:26:53.017833,Mobile,Email,2124
225,794,2025-01-03 11:22:03.115500,Desktop,Direct,1647
226,478,2026-05-16 07:13:58.547540,Desktop,Direct,1427
227,431,2025-07-27 06:30:42.224699,Desktop,Google,1198
228,197,2025-12-24 09:00:27.874762,Mobile,Google,1178
229,503,2026-01-26 02:30:20.500004,Mobile,YouTube,584
230,601,2025-05-18 08:32:11.726024,Mobile,VK,2244
231,154,2024-07-30 14:21:56.363159,Desktop,Telegram,1409
232,968,2025-05-26 04:40:02.480406,Desktop,Google,2198
233,958,2026-03-01 20:08:51.705482,Tablet,Email,1073
234,300,2026-07-01 16:17:34.965453,Mobile,Email,1618
235,615,2026-02-08 02:45:44.146612,Desktop,Telegram,2127
236,539,2026-02-28 06:49:16.548089,Desktop,Telegram,1625
237,205,2026-03-23 08:54:28.458652,Mobile,YouTube,424
238,834,2024-07-21 19:30:59.352366,Mobile,VK,2178
239,60,2024-09-06 06:31:27.491114,Desktop,YouTube,1894
240,89,2025-04-24 23:23:24.351468,Desktop,VK,1789
241,609,2026-05-14 07:38:45.937965,Mobile,Telegram,1086
242,41,2024-07-17 06:06:12.882656,Mobile,Telegram,129
243,53,2024-12-10 13:54:26.933263,Desktop,Direct,1535
244,413,2025-01-07 23:33:30.359721,Tablet,Telegram,361
245,306,2026-03-24 16:30:32.258235,Desktop,YouTube,1877
246,113,2025-05-03 19:57:10.897819,Mobile,Direct,353
247,728,2024-10-19 18:05:20.709499,Desktop,Telegram,1279
248,251,2025-12-03 19:34:02.739134,Mobile,Email,371
249,196,2024-12-21 12:43:31.501432,Mobile,Google,2096
250,240,2025-09-28 10:03:23.108140,Tablet,Telegram,2031
251,718,2024-12-06 10:01:33.280632,Tablet,VK,631
252,807,2024-09-22 02:37:32.660896,Desktop,VK,437
253,61,2025-03-24 08:32:24.468973,Tablet,VK,193
254,452,2026-02-24 04:23:49.892335,Mobile,VK,1541
255,912,2024-10-04 17:03:57.191590,Tablet,VK,1345
256,625,2025-05-16 20:16:12.372459,Tablet,VK,370
257,695,2024-11-03 03:17:46.388503,Tablet,Direct,2126
258,604,2025-01-16 08:58:20.996992,Tablet,Email,630
259,121,2026-06-14 15:31:54.980484,Mobile,YouTube,1777
260,818,2026-05-11 08:44:58.148221,Desktop,Direct,2196
261,891,2025-09-14 23:27:11.110175,Desktop,Telegram,2031
262,990,2026-01-23 17:17:44.521280,Tablet,YouTube,630
263,420,2025-10-20 17:55:56.017921,Mobile,YouTube,363
264,739,2024-12-05 16:22:30.637112,Mobile,Google,1379
265,668,2025-08-10 04:39:14.552446,Tablet,Google,293
266,545,2026-01-07 10:13:53.461117,Mobile,Google,1402
267,14,2025-12-06 21:11:57.616148,Desktop,Telegram,160
268,906,2026-01-16 04:05:27.542974,Tablet,VK,73
269,980,2024-09-23 22:45:48.021451,Tablet,YouTube,2208
270,795,2025-11-15 22:24:08.049335,Mobile,Google,415
271,715,2025-12-16 12:38:59.259061,Mobile,Google,1920
272,442,2024-07-08 13:36:12.967276,Mobile,Google,967
273,309,2025-07-05 04:42:29.167737,Tablet,YouTube,104
274,35,2026-03-21 18:05:18.242849,Tablet,Direct,1639
275,196,2025-10-26 16:34:29.638007,Mobile,Telegram,1698
276,810,2025-07-25 20:52:25.244222,Mobile,YouTube,641
277,140,2025-08-13 21:18:57.727761,Tablet,Telegram,197
278,658,2026-04-13 00:46:35.794669,Mobile,Telegram,1892
279,446,2025-02-04 15:54:28.102547,Desktop,Google,2328
280,561,2025-08-27 15:50:39.279099,Tablet,Email,1015
281,966,2024-08-03 08:26:49.877843,Tablet,VK,907
282,762,2026-01-23 13:43:02.310623,Tablet,Telegram,2356
283,236,2025-06-11 08:42:13.395838,Desktop,Google,1628
284,520,2026-04-13 11:24:53.853654,Mobile,VK,1834
285,63,2026-04-30 02:27:37.293160,Mobile,Google,545
286,371,2025-05-04 19:55:56.432356,Mobile,Telegram,509
287,106,2025-09-11 21:03:47.585045,Mobile,Google,1054
288,303,2025-08-21 05:38:35.455684,Tablet,Google,807
289,293,2025-11-04 12:30:13.714121,Desktop,VK,1888
290,327,2026-04-21 01:57:42.870002,Tablet,YouTube,1830
291,207,2026-04-13 00:17:02.959638,Tablet,Google,455
292,785,2025-06-18 06:44:40.975079,Desktop,Google,1925
293,394,2026-01-01 19:57:44.054899,Mobile,Google,766
294,451,2024-10-03 09:52:56.884600,Tablet,Google,563
295,425,2025-03-16 11:10:21.195927,Desktop,Telegram,1154
296,38,2025-08-25 16:03:24.675005,Tablet,VK,1520
297,411,2025-08-06 10:19:32.282411,Tablet,Google,40
298,235,2026-03-11 21:08:05.091268,Tablet,Direct,1241
299,573,2024-12-21 12:26:17.944951,Desktop,Google,261
300,249,2025-07-08 20:11:29.608374,Desktop,Telegram,1413
301,216,2025-07-31 15:14:23.614499,Tablet,Direct,473
302,651,2025-02-20 09:27:00.624352,Mobile,Telegram,551
303,148,2024-08-09 22:49:49.326993,Desktop,YouTube,1502
304,997,2025-09-12 08:28:57.741221,Tablet,VK,415
305,87,2024-08-07 04:47:13.725281,Mobile,Email,1973
306,795,2026-02-26 01:26:28.245791,Tablet,Google,832
307,397,2025-03-02 17:01:32.255105,Tablet,YouTube,2159
308,670,2025-04-21 06:30:18.679962,Tablet,Telegram,1032
309,848,2026-02-23 05:56:06.501091,Mobile,VK,615
310,554,2025-08-12 21:32:02.627529,Desktop,YouTube,1004
311,633,2026-02-16 15:17:35.838644,Mobile,Email,2253
312,137,2024-09-21 23:32:39.632496,Mobile,VK,324
313,505,2024-09-15 19:48:56.334857,Tablet,Direct,2038
314,107,2025-04-07 03:54:05.109163,Desktop,Google,398
315,697,2025-11-17 01:12:56.678095,Mobile,Email,2129
316,833,2024-10-31 08:41:02.820816,Desktop,Telegram,224
317,552,2024-11-12 18:31:57.426258,Mobile,Direct,1161
318,682,2026-04-29 07:31:35.463976,Desktop,Google,500
319,997,2024-11-16 18:49:22.255644,Desktop,Google,2257
320,883,2025-09-01 13:00:22.739785,Tablet,Direct,2222
321,538,2025-06-17 12:02:03.879819,Tablet,Direct,407
322,266,2026-04-09 09:00:06.949171,Mobile,Telegram,1937
323,45,2024-08-18 00:51:30.350560,Tablet,Email,1331
324,944,2024-12-20 17:03:43.926044,Mobile,Direct,877
325,182,2025-08-07 04:54:08.867901,Desktop,Direct,1333
326,604,2025-01-04 16:40:34.839595,Tablet,Telegram,1221
327,197,2024-07-18 00:51:01.003912,Desktop,Email,1151
328,300,2025-08-19 19:32:01.544712,Tablet,Direct,771
329,179,2025-12-01 22:44:13.101710,Desktop,YouTube,2127
330,996,2025-02-13 21:09:12.089650,Tablet,Email,469
331,837,2025-05-18 21:15:25.215101,Desktop,Telegram,141
332,859,2025-01-23 03:20:15.626176,Tablet,VK,2302
333,710,2024-10-07 09:56:46.693577,Tablet,VK,1125
334,749,2024-12-23 20:37:13.002980,Tablet,Google,2234
335,705,2025-10-30 05:40:37.383958,Tablet,Google,1680
336,644,2026-05-11 15:42:59.427058,Mobile,Direct,1019
337,955,2025-10-05 20:57:33.309936,Desktop,YouTube,1021
338,382,2024-09-13 22:44:12.753071,Desktop,Email,199
339,476,2026-03-21 18:29:16.203478,Desktop,VK,1551
340,65,2025-06-13 09:35:51.295508,Mobile,Direct,1202
341,644,2025-03-11 09:34:42.098043,Desktop,Telegram,1757
342,489,2025-06-02 14:17:24.502470,Tablet,Telegram,312
343,354,2025-07-07 04:19:50.978263,Mobile,Email,44
344,911,2025-07-30 22:05:13.066212,Tablet,Telegram,1735
345,98,2025-03-26 01:22:32.685496,Mobile,Telegram,1524
346,327,2024-09-10 21:02:53.161625,Mobile,Direct,2021
347,569,2024-09-18 22:19:19.933686,Desktop,Google,2151
348,497,2025-09-30 04:29:16.807018,Desktop,Email,1355
349,92,2024-09-09 17:06:25.784047,Desktop,Google,41
350,406,2025-09-01 19:26:58.650057,Desktop,Telegram,165
351,607,2026-05-28 13:19:40.640123,Mobile,Google,736
352,900,2025-12-03 11:50:20.727515,Tablet,VK,2368
353,169,2025-12-07 06:16:16.304734,Mobile,Direct,953
354,783,2024-08-13 07:25:28.093170,Mobile,Google,2245
355,787,2026-06-19 05:11:12.432115,Desktop,Telegram,1818
356,608,2024-09-23 12:20:39.644791,Mobile,YouTube,1685
357,965,2025-05-23 16:21:27.123545,Mobile,Direct,845
358,479,2025-05-13 13:18:17.206130,Tablet,Email,2075
359,324,2025-02-24 03:37:59.164915,Desktop,YouTube,2327
360,724,2025-03-05 03:21:27.726423,Desktop,Email,1279
361,472,2024-09-02 16:19:20.887680,Mobile,Telegram,661
362,202,2025-09-09 03:35:26.864019,Desktop,Direct,873
363,709,2026-02-01 17:07:03.484833,Tablet,Telegram,101
364,108,2025-12-25 17:07:17.042175,Desktop,Direct,704
365,583,2025-07-25 14:00:21.241925,Desktop,Google,443
366,772,2025-08-20 01:26:29.568151,Desktop,Email,685
367,827,2025-01-24 18:28:58.103416,Mobile,VK,985
368,287,2025-02-11 09:01:27.479110,Desktop,Email,1472
369,703,2024-12-13 14:59:04.111876,Tablet,Direct,589
370,86,2024-10-15 00:55:10.725964,Desktop,Google,1538
371,78,2026-05-05 19:35:28.680249,Desktop,Google,2279
372,554,2025-10-30 03:36:12.384767,Desktop,Email,2240
373,580,2026-05-04 02:18:34.170679,Mobile,Google,1608
374,417,2024-09-17 17:05:46.660030,Mobile,VK,947
375,351,2026-06-20 09:21:55.473381,Mobile,Google,1127
376,888,2026-02-24 21:11:06.935920,Desktop,Google,2266
377,742,2025-10-20 07:46:49.609708,Desktop,Telegram,1454
378,133,2026-02-28 11:12:26.138452,Tablet,VK,1627
379,12,2025-06-05 19:38:16.108989,Mobile,VK,659
380,827,2025-11-16 04:30:34.951105,Desktop,YouTube,1277
381,269,2025-03-26 12:20:38.281486,Mobile,Email,87
382,949,2025-11-11 16:28:21.173728,Mobile,Telegram,1380
383,178,2024-07-08 08:48:38.358409,Desktop,Telegram,1101
384,677,2024-11-08 09:09:13.301286,Tablet,Email,2256
385,594,2026-03-14 10:46:08.146115,Mobile,YouTube,958
386,583,2025-10-05 06:21:27.907481,Desktop,YouTube,141
387,49,2026-01-28 19:00:15.559868,Mobile,YouTube,2349
388,296,2025-02-11 12:23:29.042259,Desktop,Email,1732
389,334,2024-08-06 09:26:42.968609,Tablet,VK,1922
390,28,2025-06-09 13:36:09.741632,Tablet,Google,1446
391,130,2024-09-09 19:21:30.393185,Tablet,Telegram,234
392,776,2026-05-19 06:05:35.947578,Mobile,Direct,1396
393,305,2024-07-29 19:57:40.591864,Desktop,Email,1795
394,455,2025-07-26 01:08:55.236555,Tablet,Email,1380
395,228,2025-01-27 17:28:32.890357,Desktop,Telegram,1266
396,322,2024-07-29 00:35:44.059395,Mobile,YouTube,1432
397,661,2025-02-22 01:42:29.850852,Tablet,VK,278
398,569,2024-12-08 08:41:09.804582,Tablet,YouTube,1018
399,862,2024-11-20 14:52:04.036184,Desktop,Email,1250
400,776,2024-09-26 11:03:53.851338,Tablet,Direct,834
401,327,2025-05-28 16:04:55.738215,Desktop,VK,1464
402,92,2025-02-11 11:10:19.656353,Desktop,Direct,1923
403,267,2024-09-14 09:01:27.526289,Tablet,Email,429
404,393,2025-08-29 14:14:48.578581,Desktop,YouTube,2191
405,377,2026-03-19 18:24:26.058712,Desktop,Google,1411
406,438,2026-03-11 12:04:02.774579,Tablet,YouTube,48
407,342,2024-11-10 07:14:47.838734,Tablet,VK,2329
408,585,2025-04-01 09:50:52.467587,Tablet,Email,812
409,150,2025-05-17 20:52:01.824641,Tablet,Google,2380
410,474,2025-10-16 01:38:08.843581,Mobile,YouTube,1554
411,404,2025-03-26 13:30:02.712761,Desktop,Email,2194
412,152,2026-05-12 17:03:07.929135,Mobile,YouTube,208
413,162,2025-09-11 15:20:39.864292,Tablet,YouTube,1631
414,94,2024-09-05 20:55:30.462663,Tablet,VK,1818
415,732,2025-11-01 09:01:15.828486,Mobile,VK,403
416,227,2026-02-01 21:03:55.472651,Tablet,VK,497
417,23,2024-10-01 13:08:45.410531,Desktop,Email,181
418,558,2024-10-29 01:42:59.080188,Mobile,Email,1295
419,34,2025-03-08 09:18:59.347266,Desktop,VK,972
420,858,2025-10-10 10:55:24.003223,Mobile,Telegram,93
421,44,2024-08-07 02:30:22.375827,Tablet,Email,1040
422,66,2026-05-03 18:07:29.334646,Tablet,Google,2199
423,324,2024-10-14 05:15:53.674361,Mobile,VK,2297
424,163,2026-03-11 11:32:13.243891,Mobile,VK,1130
425,887,2025-11-10 00:25:40.463008,Desktop,Direct,97
426,525,2024-09-10 14:15:44.305061,Tablet,YouTube,1476
427,130,2025-10-30 16:45:37.744818,Desktop,YouTube,2061
428,300,2026-06-11 15:32:28.568177,Tablet,YouTube,217
429,185,2025-01-06 09:10:35.890963,Mobile,YouTube,971
430,487,2025-02-22 21:17:52.930032,Tablet,Google,387
431,852,2026-02-24 23:44:56.958520,Tablet,Email,1609
432,603,2025-12-13 10:09:10.612991,Desktop,Email,1813
433,153,2025-03-26 07:04:04.476332,Mobile,Direct,724
434,672,2025-07-18 00:18:20.829890,Tablet,Telegram,1546
435,863,2024-07-17 11:10:24.664403,Mobile,YouTube,1968
436,274,2025-06-04 02:01:43.897413,Tablet,Telegram,22
437,535,2025-05-09 20:28:47.888593,Mobile,Direct,758
438,537,2025-01-26 11:06:16.327966,Mobile,Google,2182
439,129,2025-05-12 22:00:15.022011,Mobile,Direct,1693
440,801,2025-09-25 02:19:11.106453,Desktop,YouTube,1408
441,490,2024-10-04 16:37:39.905189,Mobile,VK,672
442,787,2026-04-25 13:54:35.168442,Tablet,VK,1807
443,482,2025-06-17 00:28:48.162977,Desktop,VK,749
